gene,label
NRIP1,positive
TRRAP,positive
RGS9,positive
SELENBP1,positive
NRXN1,positive
ADAMTS3,positive
PITPNM1,positive
RB1CC1,positive
MAGEC1,positive
DGCR2,positive
NPRL2,positive
CELF2,positive
NRG3,positive
CPLX2,positive
CPLX1,positive
KLF12,positive
NTNG1,positive
TRAK1,positive
PLCL2,positive
PLCB1,positive
VPS39,positive
APOL2,positive
CNTNAP2,positive
DISC2,positive
DISC1,positive
SAP30BP,positive
SDF4,positive
UGT1A3,positive
SBNO1,positive
WDR11,positive
VPS35,positive
EDEM2,positive
PAG1,positive
RTN4,positive
FASTKD5,positive
RTN4R,positive
APOL4,positive
DTNBP1,positive
PGBD1,positive
NTNG2,positive
KDM2B,positive
SHANK3,positive
DIXDC1,positive
TSPAN18,positive
ESAM,positive
ZNF804A,positive
SLC26A7,positive
SLC26A8,positive
OR4C46,positive
FAM3D,positive
TEKT5,positive
ZNF480,positive
ZNF565,positive
SPATA5,positive
HNRNPA3,positive
ADGRF4,positive
NKAPL,positive
CFAP65,positive
ALS2CL,positive
DAOA,positive
LAMA1,positive
HCAR2,positive
CCDC137,positive
ZNF530,positive
ZKSCAN4,positive
GPR153,positive
MIR137,positive
ACOT6,positive
AAMP,negative
ABCA1,negative
ABCA6,negative
ABL1,negative
ACTG1,negative
ADAMTS15,negative
ADAMTS9-AS1,negative
AHR,negative
ALCAM,negative
ALG5,negative
AMZ1,negative
APEX2,negative
ARHGAP44,negative
ARHGAP6,negative
ARHGEF10,negative
ARHGEF3,negative
ARL4C,negative
ARL6IP6,negative
ARMC2,negative
ARNT,negative
ARNTL2,negative
ASPM,negative
ATAD2,negative
ATAD5,negative
ATF3,negative
ATP1A2,negative
ATP1B1,negative
ATP6V1B2,negative
AURKB,negative
AZIN1,negative
AZIN1-AS1,negative
BAG3,negative
BARD1,negative
BASP1,negative
BCL6,negative
BRCA1,negative
BRI3BP,negative
BTBD11,negative
BTG2,negative
C1D,negative
CACNG2,negative
CACYBP,negative
CALM3,negative
CAPS2,negative
CBFA2T3,negative
CBX7,negative
CCDC112,negative
CCDC18,negative
CCDC26,negative
CCL4,negative
CCNE2,negative
CCNG2,negative
CD4,negative
CD55,negative
CD81,negative
CD82,negative
CD83,negative
CDH20,negative
CDH6,negative
CDKN1A,negative
CDKN2C,negative
CECR2,negative
CENPN,negative
CENPU,negative
CEP128,negative
CEP55,negative
CERS6,negative
CHAF1A,negative
CHD1,negative
CHEK1,negative
CHRNB4,negative
CHST12,negative
CHSY1,negative
CLK1,negative
CLN8,negative
CLSPN,negative
CMAS,negative
CNOT3,negative
CNOT6,negative
CNTNAP3,negative
COL4A5,negative
COL8A1,negative
CPB2-AS1,negative
CPPED1,negative
CREBZF,negative
CRTAC1,negative
CSPP1,negative
CSRNP1,negative
CTNNB1,negative
CTSZ,negative
CYB5R1,negative
CYP2E1,negative
CYP4F11,negative
DACH1,negative
DAD1,negative
DDIT3,negative
DDIT4,negative
DDX11,negative
DDX50,negative
DESI1,negative
DGKA,negative
DGKG,negative
DHCR24,negative
DIAPH3,negative
DIRC3,negative
DIS3L,negative
DLGAP4-AS1,negative
DMC1,negative
DNAJA1,negative
DNMT1,negative
DPYD-AS1,negative
DTWD2,negative
DUSP1,negative
DUSP10,negative
DUSP19,negative
DUSP26,negative
E2F2,negative
E2F4,negative
E2F8,negative
EBF1,negative
EDNRB,negative
EHD4,negative
EIF1AY,negative
EIF2AK2,negative
EIF4E3,negative
ELF2,negative
ELK1,negative
ELOVL6,negative
ENPEP,negative
EPM2A,negative
ERF,negative
ESCO2,negative
ESRRB,negative
ESRRG,negative
ESYT2,negative
ETV6,negative
EVC,negative
EYA1,negative
EZH2,negative
EZR,negative
FAM110B,negative
FAM111B,negative
FAM13A-AS1,negative
FANCL,negative
FANK1,negative
FAR2,negative
FBP2,negative
FBXO17,negative
FBXO5,negative
FGF1,negative
FGFR3,negative
FLT1,negative
FNDC3B,negative
FNTB,negative
FOSL2,negative
FOXK1,negative
FOXM1,negative
FSIP1,negative
FZD6,negative
GADD45A,negative
GADD45B,negative
GAN,negative
GAS7,negative
GBP2,negative
GEN1,negative
GINS2,negative
GLIS1,negative
GLUL,negative
GMNN,negative
GNA12,negative
GOLGA8B,negative
GPAT4,negative
GPM6B,negative
GPR137C,negative
GPX7,negative
GRAP,negative
GRIK1,negative
GSE1,negative
GSTT2B,negative
GUCY2C,negative
H2AFV,negative
H2AFZ,negative
HAGLR,negative
HAMP,negative
HDAC8,negative
HDX,negative
HELLS,negative
HEY2,negative
HHEX,negative
HINFP,negative
HIST1H2BN,negative
HIST1H3D,negative
HIST3H2A,negative
HMGB2,negative
HMGN2,negative
HMGXB3,negative
HNRNPA0,negative
HNRNPH3,negative
HNRNPUL1,negative
HOXB2,negative
HPRT1,negative
HSF2,negative
HSPA6,negative
HSPA8,negative
ICA1,negative
ICAM1,negative
IDO2,negative
IER2,negative
IER5L,negative
IFI30,negative
IFI44L,negative
IFIH1,negative
IFITM3,negative
IFRD1,negative
IGFBP2,negative
IKZF4,negative
IL15RA,negative
IL17D,negative
IL1R1,negative
IL1RAP,negative
ILF2,negative
INTS6,negative
IPCEF1,negative
IQSEC1,negative
IRF7,negative
IRS2,negative
ITGA3,negative
ITGA5,negative
ITGAX,negative
ITGB3,negative
ITGB8,negative
IVNS1ABP,negative
JAZF1-AS1,negative
JDP2,negative
JUND,negative
KCNMA1,negative
KCNQ1-AS1,negative
KCP,negative
KDM4D,negative
KIF4A,negative
KIFC1,negative
KLF13,negative
KLF2,negative
KLF6,negative
KLF7,negative
KREMEN1,negative
LAIR1,negative
LAMA4,negative
LASP1,negative
LIG1,negative
LIMK2,negative
LIN9,negative
LINC00467,negative
LINC00571,negative
LINC00578,negative
LINC00662,negative
LINC00870,negative
LINC01049,negative
LINC01128,negative
LINC01170,negative
LINC01184,negative
LINC01358,negative
LINC01505,negative
LINC01572,negative
LINC01605,negative
LIPG,negative
LITAF,negative
LMX1A,negative
LRRC34,negative
LRRFIP1,negative
LUZP2,negative
LY75,negative
LYN,negative
LYNX1,negative
MAFF,negative
MAGI3,negative
MANEA,negative
MAP3K7CL,negative
MAP3K8,negative
MAT2A,negative
MAX,negative
MCAM,negative
MCM10,negative
MCPH1,negative
MCTP1,negative
MDH1,negative
MECOM,negative
MECP2,negative
MED30,negative
MEF2B,negative
MEI4,negative
MEIOC,negative
METTL7B,negative
MFHAS1,negative
MIR31HG,negative
MIR4435-2HG,negative
MITF,negative
MKX,negative
MMS22L,negative
MRAS,negative
MRVI1,negative
MS4A6E,negative
MSMO1,negative
MT3,negative
MTA3,negative
MX1,negative
MYBL1,negative
MYBL2,negative
N4BP2,negative
NCAPG,negative
NDC1,negative
NDRG1,negative
NDST4,negative
NET1,negative
NF1,negative
NFKB1,negative
NR1D1,negative
NR1D2,negative
NR1H2,negative
NR2F1,negative
NR4A2,negative
NUCB1,negative
NUS1,negative
NXPE1,negative
OLFM2,negative
OPRM1,negative
OR2L13,negative
OR7A17,negative
OTOGL,negative
P2RY14,negative
P2RY6,negative
PADI2,negative
PARD6B,negative
PARP12,negative
PARP3,negative
PARVB,negative
PAWR,negative
PCDHB2,negative
PCNA,negative
PDE8A,negative
PDGFB,negative
PEAK1,negative
PEAR1,negative
PFKFB3,negative
PGK1,negative
PHF8,negative
PID1,negative
PIM3,negative
PKIB,negative
PKP4,negative
PLA2G7,negative
PLAC8,negative
PLAGL2,negative
PLCXD3,negative
PLXNC1,negative
PNPLA7,negative
POLE3,negative
POT1-AS1,negative
POTEG,negative
POU2AF1,negative
POU2F2,negative
PPIA,negative
PPP1R3E,negative
PPP2CB,negative
PRDM11,negative
PRDM16,negative
PRELP,negative
PRKCE,negative
PRRX1,negative
PSMA7,negative
PTGDR,negative
PTGDS,negative
PTPN23,negative
PURB,negative
RAB20,negative
RAB7B,negative
RABL3,negative
RAD21,negative
RAD54L,negative
RAMP1,negative
RAN,negative
RBP4,negative
RCAN3,negative
REL,negative
RFC4,negative
RGS1,negative
RHD,negative
RHEB,negative
RHNO1,negative
RHOB,negative
RIOK2,negative
RNF11,negative
RNF215,negative
RNF43,negative
ROBO1,negative
RP2,negative
RPGR,negative
RPL23,negative
RRM1,negative
RUFY1,negative
RWDD1,negative
S100A8,negative
SAMD9L,negative
SASH1,negative
SCML4,negative
SCRG1,negative
SCTR,negative
SCX,negative
SDC2,negative
SEC23IP,negative
SGK1,negative
SH2B3,negative
SHC3,negative
SIN3A,negative
SIVA1,negative
SKOR1,negative
SLC14A1,negative
SLC16A4,negative
SLC24A3,negative
SLC27A2,negative
SLC37A1,negative
SLC39A12,negative
SLC7A1,negative
SMARCA5,negative
SMC2,negative
SMUG1,negative
SNAPC5,negative
SNCA,negative
SNX10,negative
SOCS6,negative
SORBS2,negative
SORCS2,negative
SOX10,negative
SOX4,negative
SOX6,negative
SOX8,negative
SOX9,negative
SP3,negative
SPC25,negative
SPIB,negative
SPRY4,negative
SPTAN1,negative
SQLE,negative
SRP9,negative
STAB2,negative
STAT2,negative
STAU2,negative
STK35,negative
STK40,negative
STON2,negative
STPG2,negative
STRAP,negative
SULF2,negative
SUSD1,negative
SYNE2,negative
TAF6,negative
TAGAP,negative
TBX18,negative
TCF3,negative
TDRD5,negative
TEKT2,negative
TFEC,negative
THAP1,negative
TJP1,negative
TK1,negative
TMEM100,negative
TMEM164,negative
TMEM185B,negative
TMEM200C,negative
TMEM215,negative
TMEM237,negative
TMEM98,negative
TMOD1,negative
TNFAIP8,negative
TNFRSF10D,negative
TNKS2-AS1,negative
TOPORS,negative
TPD52L1,negative
TPM4,negative
TPTE2,negative
TRIM2,negative
TRIQK,negative
TRMT11,negative
TRPC3,negative
TRPC5,negative
TRPV4,negative
TUBA1B,negative
TUBB4B,negative
TXLNB,negative
TXNIP,negative
UBR5-AS1,negative
UBTF,negative
UBXN1,negative
UGT8,negative
UHRF1,negative
USP39,negative
USP43,negative
USP44,negative
VAMP3,negative
VCAN,negative
VIP,negative
WDR76,negative
WLS,negative
XIST,negative
YWHAB,negative
YWHAQ,negative
YWHAZ,negative
ZBTB1,negative
ZBTB16,negative
ZBTB41,negative
ZBTB5,negative
ZEB1,negative
ZFHX4,negative
ZFP1,negative
ZFP36L1,negative
ZFP41,negative
ZFP64,negative
ZFP69B,negative
ZFP90,negative
ZFP91,negative
ZIC1,negative
ZIC5,negative
ZNF100,negative
ZNF136,negative
ZNF138,negative
ZNF182,negative
ZNF189,negative
ZNF205,negative
ZNF230,negative
ZNF233,negative
ZNF235,negative
ZNF239,negative
ZNF251,negative
ZNF256,negative
ZNF263,negative
ZNF30,negative
ZNF324,negative
ZNF331,negative
ZNF333,negative
ZNF33A,negative
ZNF33B,negative
ZNF341,negative
ZNF345,negative
ZNF367,negative
ZNF37A,negative
ZNF383,negative
ZNF385A,negative
ZNF417,negative
ZNF439,negative
ZNF467,negative
ZNF471,negative
ZNF48,negative
ZNF483,negative
ZNF484,negative
ZNF517,negative
ZNF519,negative
ZNF524,negative
ZNF551,negative
ZNF568,negative
ZNF573,negative
ZNF577,negative
ZNF589,negative
ZNF605,negative
ZNF616,negative
ZNF622,negative
ZNF653,negative
ZNF680,negative
ZNF682,negative
ZNF691,negative
ZNF708,negative
ZNF709,negative
ZNF717,negative
ZNF736,negative
ZNF75D,negative
ZNF770,negative
ZNF778,negative
ZNF780B,negative
ZNF786,negative
ZNF791,negative
ZNF805,negative
ZNF808,negative
ZNF816,negative
ZNF835,negative
ZNF843,negative
ZW10,negative
