gene,label
HIST1H2AC,negative
HIVEP3,negative
HK2,negative
HLX,negative
HMGB2,negative
HMGCS1,negative
HMOX1,negative
HOMER1,negative
HOXC4,negative
HPCAL1,negative
HS3ST1,negative
HSPA1A,negative
HSPA1B,negative
HSPA1L,negative
HSPA8,negative
HSPH1,negative
IER5,negative
IFI16,negative
IGF1,negative
IKZF1,negative
IL1B,negative
INPP5D,negative
IRAK3,negative
IRF1,negative
IRF8,negative
ITGAM,negative
ITGAV,negative
ITGAX,negative
ITGB5,negative
ITPRIP,negative
JDP2,negative
JUNB,negative
KAZN,negative
KCNS3,negative
KCTD4,negative
KIAA1549,negative
KIFC1,negative
KLF16,negative
KLF9,negative
KLHL29,negative
KLHL32,negative
KLRC1,negative
KRT17,negative
KRT31,negative
KRT72,negative
L3MBTL4,negative
LBH,negative
LHFPL2,negative
LHX4,negative
LHX6,negative
LILRB1,negative
LILRB2,negative
LINC00314,negative
LINC00448,negative
LINC00491,negative
LINC00587,negative
LINC00624,negative
LINC00909,negative
LINC00996,negative
LINC01094,negative
LINC01203,negative
LINC01239,negative
LINC01268,negative
LINC01505,negative
LITAF,negative
LPAR1,negative
LPAR6,negative
LPCAT2,negative
LRP1B,negative
LRRC3B,negative
LY86,negative
LYL1,negative
LYN,negative
MAF,negative
MAFB,negative
MAFF,negative
MAPK1,negative
MAZ,negative
MBNL3,negative
MDM2,negative
MEI4,negative
MERTK,negative
MFSD2A,negative
MKNK2,negative
MMRN1,negative
MNX1,negative
MOB1B,negative
MOG,negative
MRC1,negative
MS4A1,negative
MSANTD3,negative
MYADM,negative
MYO16,negative
MYOD1,negative
MYOM1,negative
NANOS1,negative
NCAM2,negative
NECAB1,negative
NELL1,negative
NEUROD1,negative
NEUROG2,negative
NFATC4,negative
NFIC,negative
NFIL3,negative
NNAT,negative
NOD2,negative
NOP10,negative
NPAS4,negative
NPNT,negative
NPTX1,negative
NR2E1,negative
NR2F2,negative
NR2F2-AS1,negative
NR4A1,negative
NR4A3,negative
NR5A2,negative
NTF3,negative
NXN,negative
ONECUT1,negative
OSBPL3,negative
OTX1,negative
P2RY12,negative
PALD1,negative
PARP4,negative
PAWR,negative
PAX2,negative
PAXIP1,negative
PCED1B-AS1,negative
PDE4B,negative
PDGFB,negative
PEG10,negative
PGAP1,negative
PGBD5,negative
PGM5,negative
PHLPP1,negative
PIK3AP1,negative
PIK3C3,negative
PIK3R5,negative
PIK3R6,negative
PLCE1,negative
PLEKHG1,negative
PLSCR2,negative
POU3F2,negative
POU3F4,negative
POU4F3,negative
PRDM8,negative
PRKG1-AS1,negative
PRRX2,negative
PRSS38,negative
PRTG,negative
PTGS1,negative
PTGS2,negative
PTH2R,negative
PTPRC,negative
PURA,negative
PURG,negative
PVALB,negative
RAB20,negative
RABAC1,negative
RAP1GAP2,negative
RASD1,negative
RBM47,negative
RCN1,negative
RFXANK,negative
RGS10,negative
RGSL1,negative
RHBDF2,negative
RHOH,negative
RLBP1,negative
RNF187,negative
RNF217-AS1,negative
RNF43,negative
RPL13A,negative
RPL19,negative
RPL29,negative
RPS2,negative
RPS28,negative
RRAD,negative
RTP5,negative
S100A6,negative
SAMSN1,negative
SCG2,negative
SCGN,negative
SDCBP,negative
SEMA5B,negative
SERPINE1,negative
SERPINE2,negative
SESN3,negative
SETDB1,negative
SHBG,negative
SHISA8,negative
SIK2,negative
SIX2,negative
SIX4,negative
SLC2A12,negative
SLC44A5,negative
SLC4A11,negative
SLC7A1,negative
SLC9A2,negative
SLC9A9,negative
SLCO2A1,negative
SLCO2B1,negative
SLFN11,negative
SLFN12L,negative
SMPD3,negative
SNX25,negative
SOHLH2,negative
SOSTDC1,negative
SP100,negative
SP110,negative
SP3,negative
SPAG6,negative
SPANXN4,negative
SPATA6,negative
SPI1,negative
SPIB,negative
SPRED1,negative
SPTLC3,negative
SRPX,negative
SSC4D,negative
ST6GAL2,negative
STAC2,negative
STAT5A,negative
STAT6,negative
STIP1,negative
STK32B,negative
STMN1,negative
STXBP6,negative
SUB1,negative
SULF2,negative
SYK,negative
SYNPR-AS1,negative
TAGLN2,negative
TAL1,negative
TBX19,negative
TBX2,negative
TBX3,negative
TBXAS1,negative
TCF12,negative
TDRD5,negative
TENM4,negative
TFDP1,negative
TFEC,negative
TGFBR1,negative
TGFBR2,negative
TGIF2,negative
THAP1,negative
THBS2,negative
TLR1,negative
TLR2,negative
TMCC3,negative
TMEM108-AS1,negative
TMEM156,negative
TMEM164,negative
TMEM26,negative
TMTC2,negative
TMTC4,negative
TNFAIP6,negative
TP63,negative
TP73,negative
TRAF3,negative
TRAM2,negative
TTC39C,negative
TWIST1,negative
TWISTNB,negative
UBC,negative
UGDH,negative
USP6NL,negative
VIM-AS1,negative
WDFY4,negative
WNT2,negative
YAP1,negative
YBX1,negative
ZBTB8B,negative
ZEB2,negative
ZFHX4-AS1,negative
ZFP36L1,negative
ZFP36L2,negative
ZFP69B,negative
ZFP91,negative
ZIM2,negative
ZNF124,negative
ZNF235,negative
ZNF239,negative
ZNF251,negative
ZNF256,negative
ZNF281,negative
ZNF285,negative
ZNF286A,negative
ZNF329,negative
ZNF331,negative
ZNF337,negative
ZNF385A,negative
ZNF385B,negative
ZNF516,negative
ZNF517,negative
ZNF549,negative
ZNF575,negative
ZNF611,negative
ZNF662,negative
ZNF675,negative
ZNF691,negative
ZNF71,negative
ZNF710,negative
ZNF728,negative
ZNF761,negative
ZNF775,negative
ZNF777,negative
ZSCAN26,negative
ZXDC,negative
