gene,label
PLPP4,negative
PPARG,negative
PPDPF,negative
PPP1R1C,negative
PPP1R3C,negative
PRDX1,negative
PRKCA-AS1,negative
PRMT9,negative
PROX1,negative
PRRG1,negative
PTMA,negative
PTPRE,negative
RAB20,negative
RAB2A,negative
RAB7A,negative
RAB8B,negative
RAI14,negative
RALA,negative
RARA,negative
RELL1,negative
RFC2,negative
RFX3,negative
RFX4,negative
RFX5,negative
RFXAP,negative
RHOB,negative
RIPK2,negative
RNF182,negative
ROBO2,negative
ROR2,negative
RPL15,negative
RPL3,negative
RPL32,negative
RPS11,negative
RPS27,negative
RPS4X,negative
RRAD,negative
RRAGD,negative
RUFY4,negative
RUNX3,negative
RXRA,negative
SAT1,negative
SATB1,negative
SCG2,negative
SEC22A,negative
SEMA3A,negative
SEMA3E,negative
SGMS1-AS1,negative
SH3BP1,negative
SIAH2,negative
SLA,negative
SLAIN1,negative
SLC16A4,negative
SLC22A15,negative
SLC26A2,negative
SLC39A14,negative
SLC5A1,negative
SLC7A7,negative
SLCO3A1,negative
SMAD3,negative
SMOC2,negative
SMS,negative
SMYD2,negative
SNX30,negative
SOCS3,negative
SOHLH2,negative
SORBS2,negative
SOX2,negative
SOX8,negative
SP8,negative
SPINK8,negative
SPON1,negative
SRF,negative
SRPX2,negative
SRSF3,negative
SRSF7,negative
SS18L2,negative
SSR4,negative
ST3GAL1,negative
STAC2,negative
STAT5A,negative
STEAP2-AS1,negative
STK17A,negative
STRBP,negative
SVIL,negative
SYAP1,negative
SYBU,negative
SYNE2,negative
SYNPO2,negative
TAF4B,negative
TBX15,negative
TBX21,negative
TCEAL7,negative
TCF12,negative
TDRD9,negative
TFDP1,negative
TFEC,negative
TFRC,negative
TGFBI,negative
TGFBR1,negative
TGFBR2,negative
TMEM104,negative
TMEM164,negative
TMEM45A,negative
TMEM47,negative
TMSB4X,negative
TNC,negative
TNFAIP6,negative
TNFRSF19,negative
TNFSF10,negative
TNS2,negative
TOB1,negative
TP73,negative
TPRG1,negative
TRMO,negative
TSPAN12,negative
TWIST2,negative
UBE2E2,negative
UBE3D,negative
UBQLN1,negative
ULBP2,negative
USH1C,negative
USP2,negative
USP36,negative
VPS37B,negative
VSX1,negative
WDR31,negative
WDR63,negative
WWC2,negative
YBX3,negative
YWHAZ,negative
ZFAND5,negative
ZFHX3,negative
ZFP36,negative
ZFP36L2,negative
ZFP41,negative
ZFP62,negative
ZFYVE28,negative
ZIC3,negative
ZNF10,negative
ZNF112,negative
ZNF182,negative
ZNF184,negative
ZNF207,negative
ZNF214,negative
ZNF219,negative
ZNF256,negative
ZNF284,negative
ZNF295-AS1,negative
ZNF331,negative
ZNF334,negative
ZNF335,negative
ZNF366,negative
ZNF384,negative
ZNF419,negative
ZNF491,negative
ZNF511,negative
ZNF518A,negative
ZNF546,negative
ZNF558,negative
ZNF566,negative
ZNF577,negative
ZNF578,negative
ZNF593,negative
ZNF618,negative
ZNF649,negative
ZNF670,negative
ZNF677,negative
ZNF697,negative
ZNF768,negative
ZNF77,negative
ZNF780A,negative
ZNF85,negative
ZSCAN26,negative
ZSCAN5A,negative
