gene,label
RHOBTB1,negative
RNF144B,negative
ROBO1,negative
SAMD9L,negative
SEC24D,negative
SERPINB11,negative
SH3BP4,negative
SLC16A2,negative
SLC18A1,negative
SLC1A5,negative
SLC4A4,negative
SLC5A7,negative
SLC7A11,negative
SLCO1B3,negative
SLCO2B1,negative
SMAD6,negative
SP110,negative
SPATS2L,negative
SPDEF,negative
SPP1,negative
STARD8,negative
STXBP6,negative
SYNPO2,negative
TAGLN2,negative
TAL1,negative
TBX18,negative
TBX3,negative
TBXAS1,negative
TCF15,negative
THRB,negative
THRB-AS1,negative
TIGD1,negative
TLR2,negative
TM4SF18,negative
TMEM156,negative
TNFRSF10D,negative
TNIK,negative
TOX3,negative
TPBG,negative
TRIB1,negative
TRIM38,negative
UACA,negative
UBE2E3,negative
UNC5D,negative
USP44,negative
VSIG4,negative
VWF,negative
WDR49,negative
XAF1,negative
ZBBX,negative
ZDHHC11,negative
ZFP36L1,negative
ZHX2,negative
ZIC1,negative
ZIC3,negative
ZNF16,negative
ZNF160,negative
ZNF17,negative
ZNF451,negative
ZNF468,negative
ZNF471,negative
ZNF486,negative
ZNF516,negative
ZNF525,negative
ZNF580,negative
ZNF582,negative
ZNF594,negative
ZNF608,negative
ZNF611,negative
ZNF618,negative
ZNF675,negative
ZNF681,negative
ZNF776,negative
ZNF83,negative
ZNF836,negative
ZNF837,negative
ZNF841,negative
ZSCAN31,negative
ZSCAN5A,negative
